,Examples,Labels
1174,i cant watch anythgin till tonight,neutral
1175,sad that will have to leave my beautiful apartment,sadness
1176,gonna dream about my prince charming tonight n see if everything goes back to normal i really hope so lt,surprise
1177, nope rereading it all over again no offense meant,neutral
1178,wow i have no friends on twitter,surprise
1179, ive been trying not to think about that,sadness
1180,jay leno has one more show left as the host of the tonight show,neutral
1181,sitting in school sucks to be me,worry
1182,and this stupid wireless wont work downstairs,hate
1183,change my hairstylebut it isnt good as it supposed to be n dont wealth that much money hate that hairdresser,hate
1184, sometimes going and doing other stuff cures that,neutral
1185,ew i have creepy followers,worry
1186, mm i love curry dont have an oregan though,love
1187,insomnia all night trying to get a sleep no luck and now have to work,worry
1188,i graduate today,neutral
1189,waiting on the bus i miss my car,sadness
1190,says im still dreaming about that nikon derrr ate kuya please lang huhuh ,sadness
1191, whats with u hating on becky soo much ur bio says ur niceguess not,neutral
1192, they didnt reply yet wait till they confirm in case somebody might have translated it already,worry
1193,it is kind of lonely when nobody will answer their phone,sadness
1194,rest in peace adam  amp glenn epps gone but never forgotten what a week loud in da air  ya,sadness
1195,it was my baby bros last time singing in front of his school im so so proud of him  but when did i get old im only ,worry
1196, should updatd her twitter,relief
1197,  this is what happens when i have no models,worry
1198,cant find skins on the stacks  the hills wdyt,worry
1199, guess i have to get dressed and be pretty then,empty
1200, nah the lights killed the mood now you got to get out my bed,empty
1201,have to go to work typical sunshine and deep sleep stupid friday,hate
1202, its not just you  its properly dragged this week,neutral
1203,i still miss him and i dont think hes coming back,worry
1204,looks can be deceiving,neutral
1205,is having the worst week things really do happen in threes,sadness
1206, havent worked there for a long time but kinda miss it i miss anna seen her ill prob be in slo most of the summer you,empty
1207,my tummy still hurts another cubs game tomgod night,worry
1208, and im an idiot for missing their last show,sadness
1209,wth is happening with my neck this is definitely not stiff neck ,love
1210,looking at old pictures i love it amp miss the good ol days,love
1211,weekend is over and now its time to get back to work,neutral
1212, come back to perth i missed the show here,worry
1213, oh wow ouch,surprise
1214,summer is about to end for some its just about to start hahah,neutral
1215,my baby was so drunk i brought her home for an hour to pass out then carried her to the car,worry
1216, you can vote every  mins im on page  ,worry
1217,i cant find my ipod,worry
1218, t im so bored right now,neutral
1219, wat the you were in riverside,surprise
1220, popularity contest and they think twitter will help and its become trendy,neutral
1221,madd bored,neutral
1222, yeahh yeah its the hifi lol grr dads being a pain he said if i dont find anyone to go with i cant go ,worry
1223,my wife cant get on the guest list for tomorrows show because it doesnt exist lame i guess no wife at the show,neutral
1224,i just watched  pounds man,fun
1225, you left me first  and left your bed here for me to look at,sadness
1226,finally off to bed almost everything is packed gotta be up in about  hours to get ready for a double shift of work,worry
1227,my throat hurts and i cant sleep,worry
1228,i pulled a muscle in my neck this morning just feels like its getting more sore,worry
1229,just finished the minish cap its a great game ill miss ezlo and link,love
1230,bike trail   miss j   two front teeth    hopefully vacations suck,sadness
1231,   december thats like a year away,neutral
1232, where did you go babe,worry
1233,sadly i am bprohibiting myself from tweeting tonight sorry,sadness
1234, it is so unfair that all the good rock shows happen only in blore and pune,hate
1235,its raining now my hair will gett all gay,worry
1236, aww youre going back to east coast againi havent even sen you,worry
1237,missed all the awesome weather because she was in a movie,relief
1238,ugh cant sleep on this bus still have like  hours,neutral
1239,is feeling really bad about goofin on  not knowing she really wasnt at the meeting dang im sorry me amp my big ol mouth,worry
1240, oh man did yogg today worse than last week,sadness
1241,alcohol does not promote weight loss,neutral
1242,friday tubes at work are slow,boredom
1243,almost everyone can suck my clit right about now ive had it up to here with people fucking me over ,hate
1244, i miss u guys too i prob wont b bk til august sumtime but if i come bk anytime b then ill  sure let u kno,worry
1245,been up since am with my poorly sick baby girl,worry
1246,is up too early,neutral
1247,so much fun at the beach today and delicious dinner at  house i friggin love mark and josh im gonna miss them,fun
1248,am i still cant sleep,neutral
1249,just got back from school shemms summer class has been officially ended ,relief
1250,worried about mr socks tonight,worry
1251,says bad trip angry ,hate
1252, im straining to hear but its very hard from all the way over here,worry
1253, it is so unfair that all the good rock shows happen only in blore and pune,sadness
1254,the birds are out oh man thats not cool ampamp i didnt sleep yet for the night,worry
1255,worried about the reply after sending the sms to ,worry
1256, why are you sad,surprise
1257, whered you go,worry
1258,going to a wake of a dear friend marlito sy tonight in novaliches,neutral
1259,oh good god cramps,worry
1260,again working on the internet shop  dont think we will achieve the goal of uploading by the previously set time will keep going,worry
1261,i miss the concert tuesday already id really like a time machine to go see it again it was so fun,happiness
1262,home early yeh work to do over the weekend  not happy so much  a big,worry
1263,cant sleep again i couldnt sleep last night eather wabble wabble,sadness
1264, two macaroons go into a barone says oh your a nut wow i need to get out more,love
1265,ok hubby really isnt going to be logging off anytime soon what to do what to do,worry
1266,hahaha yeah i see that but he cant twitter me back,happiness
1267,have to stay away from home and since this part of india dnt hav gud wireless internet im fucked,sadness
1268,off to my psychology class,relief
1269,wookei why did you never accept my psn friend request,sadness
1270,cant get the sound to work while on dvd i was going to watch mary poppins,worry
1271, as do i leopold says hello,sadness
